7118,Truffle Oil,0,0,0,0,,
7119,Sausages,0,0,0,0,,
7120,charlotte potatoes,0.13,2.5,21.15,93,,
7121,self-raising flour,0,0,0,0,,
7122,Tarragon,0,0,0,0,,
7123,Flaked Almonds,0,0,0,0,,
7124,horseradish,0,0,0,0,,
7125,red pepper,0,0,0,0,,
7126,white vinegar,0,0,0.07,17.99,,
7127,White Wine Vinegar,0,0,0,0,,
7128,Shortening,0,0,0,0,,
7129,egg,0,0,0,0,,
7130,Paprika,0,0,0,0,,
7131,Red Pepper,0,0,0,0,,
7132,Spring Onions,0,0,0,0,,
7133,Chopped Onion,0,0,0,0,,
7134,Fries,14.73,3.43,41.44,312,,
7135,Linguine Pasta,0,0,0,0,,
7136,Pepper,0,0,0,0,,
7137,spaghetti,0.61,5.28,30.24,150.26,,
7138,Raisins,0,0,0,0,,
7139,curry powder,0,0,0,0,,
7140,garam masala,0,0,0,0,,
7141,Minced Beef,0,0,0,0,,
7142,cacao,0,0,0,0,,
7143,Anchovy Fillet,0,0,0,0,,
7144,"Free-range Egg, Beaten",0,0,0,0,,
7145,Tahini,0,0,0,0,,
7146,parsley,0,0,0,0,,
7147,beef stock,0,0,0,0,,
7148,zucchini,0.36,1.14,2.69,15,,
7149,baking powder,0,0,0,0,,
7150,bay leaves,0,0,0,0,,
7151,Dill Pickles,0,0,0,0,,
7152,Chicken thigh,0,0,0,0,,
7153,White Fish Fillets,0,0,0,0,,
7154,Tiger Prawns,0,0,0,0,,
7155,garlic clove,0,0,0,0,,
7156,Starch,0,0,0,0,,
7157,Chili Powder,14.44,13.33,49.63,281.85,,
7158,allspice,0,0,0,0,,
7159,Milk,1.98,3.3,4.8,50,,
7160,Ancho Chillies,0,0,0,0,,
7161,Swede,0,0,0,0,,
7162,golden syrup,0,0,0,0,,
7163,Cod,0,0,0,0,,
7164,Kidney Beans,0,0,0,0,,
7165,Breadcrumbs,0,0,0,0,,
7166,Pecorino,0,0,0,0,,
7167,Garam masala,0,0,0,0,,
7168,Tamarind paste,0,0,0,0,,
7169,Small Potatoes,0,0,0,0,,
7170,Cucumber,0.11,0.65,3.63,15,,
7171,Noodles,0,0,0,0,,
7172,Herring,0,0,0,0,,
7173,Caramel,0,0,0,0,,
7174,carrot,0.17,0.76,8.22,35,,
6453,Gruyere cheese,0,0,0,0,,
6856,King Prawns,0,0,0,0,,
